human_label	avg_label_score	orig_text	processed_text	perception_scores
1	1.0	Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal	keep it real keep it real keep it real keep it real nigga say he fucked my bitch and he couldn't wait to squeal	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Leviticus 19:14You shall not curse the #deaf or put a stumbling #block before the #blind, but you shall #fear your #God: I am the [1/2]	leviticus 19:14you shall not curse the #deaf or put a stumbling #block before the #blind but you shall #fear your #god: i am the [1/2]	0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 1.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	ChrisO, am I being paranoiac or are you undertaking some kind of campaign against me? What exactly are you referring to this time?	chriso am i being paranoiac or are you undertaking some kind of campaign against me what exactly are you referring to this time	0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT @Yes_Yes117: @DaRealQuitaM @VonshayeB So what we doing??	bust a nicca headsmack a hoe and shoot the club up &#128514rt @yes_yes117: @darealquitam @vonshayeb so what we doing	0.3333 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@NICKIMINAJ: #WutKinda  r purple. Ceeeleeeman this gurl was jus playin on the "stupid hoe " track. But in still shitted on sum gurls	@nickiminaj: #wutkinda r purple ceeeleeeman this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions .	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in hollywood's hastier productions	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's fun lite .	it's fun lite	0.0 0.0 0.0
1	1.0	Hey @SuperValuIRL #Fields in #skibbereen give your online delivery service a horrible name. 1.5 hours late on the 1 hour delivery window.	hey @supervaluirl #fields in #skibbereen give your online delivery service a horrible name 15 hours late on the 1 hour delivery window	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	my mom's work has discounted riot fest tickets for $147/3 days i'm #saddened	my mom's work has discounted riot fest tickets for $147/3 days i'm #saddened	0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	#YesWeDid .......start building #windturbines SO FUCKIN" BIG they can kill a whole flock of birds in one go&gt;	#yeswedid start building #windturbines so fuckin big they can kill a whole flock of birds in one go&gt	0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I solved the problem, and I can assure you it is trivial. Is it homework or not?	i solved the problem and i can assure you it is trivial is it homework or not	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...	@alatrice16 beautiful bride tell erica congrats if she remembers a nig	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Omgsh Alexis is sooooo freaking funny on #BachelorInParadise  That pizza segment! Plus I love her and Jazzy's friendship!	omgsh alexis is sooooo freaking funny on #bachelorinparadise that pizza segment plus i love her and jazzy's friendship	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@Weakass_Drex: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;	&#8220@weakass_drex: if jennifer hudson can lose weight anybody can you fat ass hoes&#8221&#128514&#128514&#128514&#128514	0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I know I can lose characters. But you find it normal that half the text after a particular character is lost though it does not contain special chars ?	i know i can lose characters but you find it normal that half the text after a particular character is lost though it does not contain special chars	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@CdashRay "she's wearing the same shirt, what a bitch."	@cdashray she's wearing the same shirt what a bitch	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
0	1.0	@callmekarizma I take a huge nursing school test today and I'm so nervous	@callmekarizma i take a huge nursing school test today and i'm so nervous	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 1.0
1	1.0	I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.	i don't hit women but i'd slap tf out a bitch no close fisted business though that's some cowardly shit	0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	My best friends driving for the first time with me in the car #terrifying	my best friends driving for the first time with me in the car #terrifying	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1	1.0	&#8220;@_nicolehayley_: @Thompson_Era ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221;  Yass! I'm glad you speak your mind to these 2faces hoes	&#8220@_nicolehayley_: @thompson_era ahhh you know who so smart donny &#128516 but yes rt &#128514&#8221 yass i'm glad you speak your mind to these 2faces hoes	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?	-1: for not specifying what is to be done later with the data if you claim the question is open-ended (interview and all) then why accept an answer	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself	#questioniaskmyself why should i be slapping this hoe tuh solve something ima leave it alonei never usually listen to myself	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.	sometimes you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter sweetness redeems	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @BloggerBoxing: "No matter where you go, there's always an asshole wearing a Yankees cap."  -@Sounds_good_bro http://t.co/TbgyIkpv1E	rt @bloggerboxing: no matter where you go there's always an asshole wearing a yankees cap -@sounds_good_bro http://tco/tbgyikpv1e	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .	it feels like an after-school special gussied up with some fancy special effects and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@thealexpeace Not bad at All, think may come back to haunt you's	@thealexpeace not bad at all think may come back to haunt you's	0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
1	1.0	I wish EVERYONE could see how #MSNBC #CNN talked over trumps speech.  You ALL should be ashamed of the along with the sheep followers.	i wish everyone could see how #msnbc #cnn talked over trumps speech you all should be ashamed of the along with the sheep followers	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@GarfieldLineker @TimCRoberts *on his back. Apologies for retweeting a tweet with grammatical error #mybad	@garfieldlineker @timcroberts *on his back apologies for retweeting a tweet with grammatical error #mybad	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU	let me find out floyd mayweather is being a bitter bitch today all on the social networks&#128514 #whohurtyou	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub	happy to share my new video preview with some of my local fav's#compose #excitement @cbcmusic @musicyyc @cjsw @breakoutwest @hificlub	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	At its worst , it implodes in a series of very bad special effects .	at its worst it implodes in a series of very bad special effects	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0
0	1.0	@britmerc69 Stop it. You'll discourage people	@britmerc69 stop it you'll discourage people	0.0 0.0 0.0 0.3333 0.6667 0.0
1	1.0	A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .	a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#WalkingSideBySide: Great marriages built on #forgiveness &amp;truthfulness; bad marriages on #resentment, bitterness, #deceit &amp;unfaithfulness.	#walkingsidebyside: great marriages built on #forgiveness &amptruthfulness bad marriages on #resentment bitterness #deceit &ampunfaithfulness	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Nigga write me talking bout I dreamt about you, cool I hope I was haunting you in a nightmare	nigga write me talking bout i dreamt about you cool i hope i was haunting you in a nightmare	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Stealing Harvard is evidence that the Farrelly Bros. -- Peter and Bobby -- and their brand of screen comedy are wheezing to an end , along with Green's half-hearted movie career .	stealing harvard is evidence that the farrelly bros -- peter and bobby -- and their brand of screen comedy are wheezing to an end along with green's half-hearted movie career	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.3333 0.3333 0.3333
1	1.0	&#128514;&#128514;&#128514; RT@gxdlyvisuals: "bitch i know you got games on your phone" http://t.co/I2HyINFIdW	&#128514&#128514&#128514 rt@gxdlyvisuals: bitch i know you got games on your phone http://tco/i2hyinfidw	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	And now you undid my declination of that one which was copyrighted. Would you ''please'' quit undoing my declinations?	and now you undid my declination of that one which was copyrighted would you ''please'' quit undoing my declinations	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@wengzyjb I don't even know na naa koy beautiful nightmare hahahaha oks	@wengzyjb i don't even know na naa koy beautiful nightmare hahahaha oks	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Its lack of #faith that makes #people #afraid of #meeting #challenges #MuhammadAli	its lack of #faith that makes #people #afraid of #meeting #challenges #muhammadali	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	If God had a plan he would've made already #discouraged	if god had a plan he would've made already #discouraged	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	Hi, thanks a lot for all your responses. I need the window the the maximum average value of x?	hi thanks a lot for all your responses i need the window the the maximum average value of x	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	So me and my mom were talking about highschool, I'm shy so she said that she thinks I'm gonna get bullied #shy #me #mylife #moms #bullying	so me and my mom were talking about highschool i'm shy so she said that she thinks i'm gonna get bullied #shy #me #mylife #moms #bullying	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333
1	1.0	@mashable For some reason this has filled me with delight. See Auntie laugh.	@mashable for some reason this has filled me with delight see auntie laugh	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?	thanks for the heads-up on that i don't really have anything to add beyond what you'd said by the way i noticed you said you weren't an admin: would you like to be	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@MarkRDuckett it did, i saw the tweet, it had a crack at u, about a greens tweet. it holds a grudge dude. so pathetic.	@markrduckett it did i saw the tweet it had a crack at u about a greens tweet it holds a grudge dude so pathetic	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0
0	1.0	#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy	#wrongfilmquotes everytime i come in the kitchen you in the kitchen in the goddamn refrigerator eatin up all the pussy	0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.6667
1	1.0	Why are you debugging AutoCAD? Isn't that AutoDesk's job?	why are you debugging autocad isn't that autodesk's job	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?	user 8613823297 does have a history of malicous edits are you then confirming that these malicious edits done by user 8613823297 were done by yourself	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@NewsByKatherine @jonkarl @ABC YOU GUY'S SOUND astounded!! Does anyone working w Trump WH have an any ethical,moral, values?	@newsbykatherine @jonkarl @abc you guy's sound astounded does anyone working w trump wh have an any ethicalmoral values	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Hate aw they "gym" cunts in ma year, I'd rather eat like a pig and drink like I've got a problem	hate aw they gym cunts in ma year i'd rather eat like a pig and drink like i've got a problem	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	@High Performance Mark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the "DNA Algorithm." Am I on the wrong *track* here?	@high performance mark as far as i understand the pseudo code describes a path searching algorithm so i'm trying to write a program that finds a hamiltonian path using the logic of the dna algorithm am i on the wrong *track* here	0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.3333 0.3333
1	1.0	The movie , directed by Mick Jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .	the movie directed by mick jackson leaves no cliche unturned from the predictable plot to the characters straight out of central casting	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@ShianneAlvarez: @187XO_ maybe cuz your putting trust in a " bitch " not a lady.&#8221; or maybe because this a fucking song	&#8220@shiannealvarez: @187xo_ maybe cuz your putting trust in a bitch not a lady&#8221 or maybe because this a fucking song	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0
1	1.0	@ehtesham_toi @RaviShastriOfc unfortunate decision, our players are more of superstars than cricketers. BCCI scared of their tantrums.	@ehtesham_toi @ravishastriofc unfortunate decision our players are more of superstars than cricketers bcci scared of their tantrums	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
1	1.0	An unclassifiably awful study in self - and audience-abuse .	an unclassifiably awful study in self - and audience-abuse	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@TurdJerguson @Liquorface  Yup! And now we pickin you white bitches bare like a chicken leg	@turdjerguson @liquorface yup and now we pickin you white bitches bare like a chicken leg	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@AllyiahsFace You're page is full of make up. It's a valid question. But you probably prefer to be smashed and dashed	@allyiahsface you're page is full of make up it's a valid question but you probably prefer to be smashed and dashed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333
1	1.0	@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful	@angrydwarf9 @carolinesandall it ruins my frigging night each night at 9pm mrs loves it i've been early to bed for a month #dreadful	0.0 0.0 0.0 0.3333 0.0 0.3333 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	Don't let hatred grow in you, otherwise everything in your life will be affected. It will distract &amp; anger you. It will often end in regret.	don't let hatred grow in you otherwise everything in your life will be affected it will distract &amp anger you it will often end in regret	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	RT @chvmpagne: I can't stand you "I don't text first" ass bitches.	rt @chvmpagne: i can't stand you i don't text first ass bitches	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	I presume you have no access to the ESRI REST server / cannot make changes. Do you have rights to download and modify the data?	i presume you have no access to the esri rest server / cannot make changes do you have rights to download and modify the data	0.0 0.0 0.0 0.0 0.6667 0.6667 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.6667 0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's a lovely film with lovely performances by Buy and Accorsi .	it's a lovely film with lovely performances by buy and accorsi	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?	hey love as you wish if you have any suggestions about my section let me know is english a second language for you	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	no offense, kid, but you're trying to build a chess game and are struggling to put labels on a board? Don't you think this kind of program is a little bit out of your league?	no offense kid but you're trying to build a chess game and are struggling to put labels on a board don't you think this kind of program is a little bit out of your league	0.3333 0.6667 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.6667 0.6667
1	1.0	@SRuhle @MSNBC Sebestian Gorka, what a arrogant A~hole! Has no business speaking!	@sruhle @msnbc sebestian gorka what a arrogant a~hole has no business speaking	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	The same part of roof bar (driver's side) are stolen from Grand Vitara cars. Let it be known. This is really #disheartening #brunei	the same part of roof bar (driver's side) are stolen from grand vitara cars let it be known this is really #disheartening #brunei	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0
0	1.0	Some 'friends' get bitter when it seems your life is moving better than theirs.	some 'friends' get bitter when it seems your life is moving better than theirs	0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @JoeBudden: So the woman I deal with is trying her best to make "entertaining" a bad word... "U be entertaining these bitches" lol	rt @joebudden: so the woman i deal with is trying her best to make entertaining a bad word u be entertaining these bitches lol	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .	a very long movie dull in stretches with entirely too much focus on meal preparation and igloo construction	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'	@salacioussully tony drinking sloppily and saying 'what i cunt hear you bare ass me again'	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege	@rainbow6game felt guilt from playing this game #horrible #rainbowsixsiege	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this &#128522;	i wish i wish i wish i wish i wish i wish a bitch would cept she already did gonna have to handle this &#128522	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	There is still ambiguity - `1 3 5 4 2` is zig zag according to YOUR description of the problem, but NOT according to the topcoder description. Do you see why?	there is still ambiguity - `1 3 5 4 2` is zig zag according to your description of the problem but not according to the topcoder description do you see why	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	A misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .	a misogynistic piece of filth that attempts to pass itself off as hip young adult entertainment	0.0 0.6667 0.0 0.0 0.6667 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me.&#8221;	&#8220@hernandezeli_: back then hoes didn't want me now i'm hot they all on me&#8221	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @iam_KandiRaven: "You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga."	rt @iam_kandiraven: you gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
1	1.0	Three retweets of dumb Fox shit and one original tweet that is a blatant lie from SCROTUS this morning--nada about his wretched offspring.	three retweets of dumb fox shit and one original tweet that is a blatant lie from scrotus this morning--nada about his wretched offspring	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I'm being a bit thick but what exactly is the problem...Are you getting an exception? is so what?	i'm being a bit thick but what exactly is the problemare you getting an exception is so what	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Why make a documentary about these marginal historical figures ?	why make a documentary about these marginal historical figures	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@PharaohJas: "Darkskin Girls Ugly" &#127383;&#127378; http://t.co/DYeAY2t5AA&#8221;flawless ass bitch	&#8220@pharaohjas: darkskin girls ugly &#127383&#127378 http://tco/dyeay2t5aa&#8221flawless ass bitch	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!	@shanafin34 gotta love tanner country hoes &amp allhaha	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Or all of it, with our displeasure pieced, #shakespeare	or all of it with our displeasure pieced #shakespeare	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	This prison is awfully gloomy. Would you mind if I put some ribbons on the bars?	this prison is awfully gloomy would you mind if i put some ribbons on the bars	0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
