pred_class	pred_prob	raw_input	attribution_scores
1	0.02	[CLS] no telegraph ##ing is too obvious or sim ##pl ##istic for this movie . [SEP]	0.00 -0.86 -0.01 0.08 -0.38 0.12 0.10 -0.04 -0.06 0.04 0.02 0.02 0.19 -0.16 -0.12 0.00
0	0.99	[CLS] 3 things i can ##t stand while dealing with a bitch ! a . hit feet b . stan ##k ass breath c . ska ##nk ass ways [SEP]	0.00 -0.22 0.16 -0.18 0.06 -0.02 -0.02 -0.02 0.15 -0.10 -0.16 0.20 0.04 -0.08 -0.11 0.00 0.05 -0.13 -0.13 -0.21 -0.06 0.01 0.05 -0.12 0.04 0.20 0.03 0.79 -0.05 0.00
0	0.69	[CLS] @ jose ##r ##v ##mir ##ez i ' m a lil ni ##gga ? ? wait till you see ni ##gga . you ain ' t ready . i ' m from chicago boy i ain ' t no pussy from the bu ##rb ##s . just wait [SEP]	0.00 0.04 -0.03 0.00 0.00 -0.00 -0.02 0.00 -0.00 -0.00 0.00 -0.02 -0.00 0.01 0.02 0.01 -0.02 -0.04 -0.01 -0.01 -0.01 0.00 0.01 -0.00 0.04 0.00 0.01 -0.03 0.01 0.00 0.01 -0.00 -0.00 -0.02 -0.04 -0.00 0.01 0.02 -0.00 0.02 0.99 -0.02 -0.03 -0.02 -0.02 0.00 0.02 0.00 -0.03 0.00
0	0.98	[CLS] @ tor ##rid ##fa ##shi ##on i love you , but between online order drama and your horrible hold music i have a bit of a shopping induced headache . # annoyed [SEP]	0.00 -0.06 -0.02 -0.01 -0.01 0.01 0.00 0.01 -0.03 0.02 0.03 0.04 0.01 0.01 0.05 -0.06 0.00 -0.05 0.09 0.02 -0.01 0.03 -0.01 -0.00 -0.02 0.02 -0.00 -0.01 -0.09 -0.00 0.04 -0.14 0.97 0.00
1	0.02	[CLS] i finally left the dark room i ' ve been crying in & amp ; instead of getting some sun on my translucent skin , i got 6000 mosquito bites . # blessed [SEP]	0.00 -0.02 -0.01 -0.04 -0.03 0.01 -0.04 0.02 -0.01 -0.01 0.02 -0.06 0.00 -0.01 0.03 -0.03 0.02 -0.01 -0.01 -0.01 0.00 0.00 -0.01 -0.04 -0.01 -0.06 0.02 0.00 0.05 -0.03 0.01 -0.03 0.05 -0.99 0.00
1	0.40	[CLS] thank you for removing the " speedy del ##eti ##on " from my post . i realise that i still need to do more work on the post itself , but are the sources that i am using acceptable ? [SEP]	0.00 0.60 -0.10 0.01 -0.39 0.19 -0.05 -0.00 0.37 0.09 -0.06 0.02 -0.02 0.02 0.17 0.23 0.11 -0.10 0.12 -0.00 0.06 0.01 0.03 0.10 -0.02 0.02 0.02 -0.01 0.19 0.14 0.20 -0.05 -0.06 -0.03 0.09 0.11 0.05 0.09 -0.01 -0.06 -0.16 0.00
0	0.99	[CLS] batter the wee cu ##nt jew ##is y co ##s he fucked my ex ? emma isn ##t batter ##ing the girls i ' ve nailed ? iv ##e moved on , stop being a pussy n do it ur ##sel ##f . [SEP]	0.00 0.12 -0.11 -0.00 0.26 0.19 0.12 0.06 -0.04 0.05 0.07 0.03 0.33 0.01 0.08 -0.02 -0.00 -0.42 -0.16 0.24 0.02 -0.08 0.08 0.02 0.01 0.04 -0.21 -0.01 0.09 0.09 0.05 0.06 0.10 -0.21 -0.01 0.08 0.51 0.12 0.04 0.08 0.08 0.08 0.09 0.14 0.00
1	0.05	[CLS] the film ' s few ideas are stretched to the point of eva ##por ##ation ; the whole central section is one big chase that seems to have no goal and no urgency . [SEP]	0.00 -0.47 0.43 -0.32 -0.27 -0.03 -0.03 0.08 -0.31 -0.03 -0.01 0.03 0.01 0.07 0.00 0.01 -0.10 -0.03 0.01 -0.05 0.08 -0.01 -0.09 0.28 0.13 -0.12 -0.19 0.01 -0.04 -0.12 0.11 -0.01 -0.02 0.28 -0.18 0.00
1	0.30	[CLS] @ leah ##rem ##ini a ' religion ' that pushes people to suicide , and punish ##es you for doing the right thing ? ? # heartbreak ##ing [SEP]	0.00 0.01 -0.17 0.10 -0.01 0.07 0.12 -0.17 -0.01 -0.08 -0.21 -0.15 0.05 -0.03 0.12 -0.07 -0.26 0.18 -0.01 -0.08 -0.10 -0.14 -0.04 -0.22 0.39 0.61 0.22 0.14 0.19 0.00
1	0.02	[CLS] jason x is positively anti - darwin ##ian : nine sequels and 400 years later , the teens are none the wise ##r and jason still kills on auto - pilot . [SEP]	0.00 -0.12 -0.16 -0.16 -0.34 0.21 -0.10 0.10 -0.13 0.02 0.07 -0.74 -0.04 0.07 0.02 -0.07 -0.09 -0.10 0.01 -0.12 -0.07 -0.12 0.04 -0.16 -0.04 -0.10 -0.02 0.27 -0.02 0.01 0.08 0.09 -0.01 0.00
1	0.04	[CLS] the movie is dawn of the dead crossed with john carpenter ' s ghosts of mars , with zombies not as g ##ho ##uli ##sh as the first and trains not as big as the second . [SEP]	0.00 -0.21 0.15 -0.09 -0.11 -0.01 0.03 0.07 -0.02 0.07 0.07 -0.08 -0.02 -0.02 -0.19 -0.07 -0.03 -0.03 -0.02 0.83 0.01 -0.09 -0.06 0.03 -0.05 0.04 -0.06 -0.06 -0.06 -0.08 0.32 -0.01 -0.01 0.03 0.02 0.03 0.10 -0.08 0.00
1	0.01	[CLS] currently , < ur ##l > is a sub ##cate ##gor ##y of < ur ##l > . what would you suggest doing about this ? [SEP]	0.00 0.32 -0.25 0.04 -0.39 -0.17 -0.00 -0.29 -0.17 0.00 -0.12 -0.15 -0.13 -0.09 -0.15 -0.22 -0.23 -0.11 -0.08 0.04 -0.30 -0.07 -0.10 -0.17 0.31 0.33 -0.03 0.00
0	0.66	[CLS] in exactly 89 minutes , most of which passed as slowly as if i ' d been sitting naked on an i ##gl ##oo , formula 51 sank from qui ##rky to jerk ##y to utter turkey . [SEP]	0.00 -0.18 -0.15 0.18 0.15 -0.01 0.01 -0.04 -0.06 0.14 -0.07 0.02 -0.07 -0.01 0.21 0.06 -0.03 0.10 -0.10 -0.20 -0.00 -0.02 0.14 -0.08 -0.08 -0.05 -0.06 -0.10 -0.03 0.07 -0.08 -0.07 0.08 -0.69 -0.08 0.05 -0.27 -0.25 -0.23 0.00
1	0.21	[CLS] hi mariana , there are just a couple of outstanding issues with the article . could you have a look at them so i can get the ga closed in the next few days ? [SEP]	0.00 -0.04 -0.59 0.03 0.02 -0.10 -0.00 0.02 0.07 -0.07 0.46 -0.55 0.10 -0.08 -0.02 -0.01 0.05 -0.01 0.02 -0.03 -0.06 -0.03 -0.00 0.02 -0.04 0.00 0.09 -0.02 -0.11 0.10 0.04 -0.01 0.06 0.01 0.16 -0.18 0.00
0	0.98	[CLS] @ girl ##tha ##ts ##von ##te : ya ##ll still going trick or treating this year or nah ? hell yeah im ##a be da sweet tooth bandit steal bitch ##es bags n shit [SEP]	0.00 -0.01 -0.20 0.22 0.17 0.10 0.01 0.02 0.08 0.06 0.00 0.08 0.00 -0.07 0.07 -0.15 -0.04 -0.06 0.12 0.15 0.28 -0.15 0.09 0.10 -0.04 -0.09 0.00 -0.00 0.18 0.07 0.48 0.20 0.20 0.24 0.50 0.00
1	0.01	[CLS] @ morning ##gl ##oria i came for the ' damn boy ' jokes but stayed because you are great at your actual job [SEP]	0.00 -0.31 0.09 -0.01 0.28 0.16 -0.08 -0.03 -0.14 -0.20 0.53 0.01 -0.13 0.06 -0.07 -0.14 -0.05 -0.03 -0.12 -0.13 -0.13 0.28 0.45 -0.26 0.00
1	0.02	[CLS] good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . [SEP]	0.00 -0.64 0.15 -0.23 0.03 -0.13 0.21 0.22 -0.07 0.03 -0.08 0.02 0.06 -0.04 0.05 -0.07 -0.07 -0.22 0.53 0.10 0.19 0.00
1	0.27	[CLS] i based my sentence on the citation . are you saying the citation is wrong ? [SEP]	0.00 -0.54 0.61 -0.26 0.18 -0.04 -0.10 0.07 0.12 -0.08 -0.26 -0.32 -0.07 -0.07 -0.07 -0.12 0.04 0.00
1	0.33	[CLS] yes @ itv ##2 @ love ##is ##land putting that angel @ mike ##thal ##ass ##itis back in the villa was the best move # revenge # return ##oft ##hem ##ike # love ##is ##land # hot [SEP]	0.00 -0.33 -0.11 -0.02 -0.08 0.00 0.01 0.01 -0.08 0.06 -0.06 -0.19 -0.13 0.00 0.02 -0.02 -0.08 0.01 -0.03 0.08 -0.30 0.05 0.12 -0.15 0.12 0.15 0.44 0.39 -0.19 -0.17 0.04 -0.07 -0.30 0.03 -0.07 0.02 0.03 0.32 0.00
0	0.97	[CLS] @ kc ##j ##ho ##op pretty sure you meant flight and not fl ##ite , dumb ass crack ##er . [SEP]	0.00 -0.06 -0.03 -0.17 0.17 0.01 -0.03 -0.22 0.22 0.09 -0.08 -0.16 0.12 0.07 0.14 -0.15 -0.55 0.05 0.43 0.09 0.49 0.00
1	0.01	[CLS] @ chase ##jar ##vis honestly , been hearing this over and over again . . . it ' s kinda imprint ##ed on my mind now . thanks ! # strategy [SEP]	0.00 -0.04 -0.27 -0.03 0.04 0.20 0.04 -0.08 -0.20 -0.02 -0.06 -0.08 -0.08 -0.08 -0.05 -0.07 -0.12 -0.25 -0.09 -0.30 0.16 -0.06 0.12 -0.03 -0.09 -0.09 -0.10 -0.05 0.01 0.07 0.01 0.74 0.00
1	0.21	[CLS] green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . [SEP]	0.00 0.16 -0.21 0.05 0.03 0.13 -0.33 -0.19 0.18 -0.30 -0.08 -0.10 0.71 -0.03 -0.01 0.00 0.04 0.11 0.05 0.18 0.03 -0.03 0.04 -0.26 0.09 0.00
0	0.99	[CLS] ! ! ! ! & # 82 ##20 ; @ self ##ie ##que ##en ##bri : cause i ' m tired of you big bitch ##es coming for us skinny girls ! ! & # 82 ##21 ; [SEP]	0.00 -0.04 0.04 0.24 0.14 -0.04 -0.08 -0.12 -0.08 0.04 -0.02 -0.06 -0.07 -0.12 0.04 0.03 -0.32 -0.36 -0.10 -0.13 -0.27 0.09 0.04 -0.08 -0.27 0.34 0.04 0.09 -0.06 -0.30 -0.14 -0.07 0.00 0.18 0.11 -0.10 -0.19 -0.13 0.30 0.00
0	0.85	[CLS] @ shan ##ta ##ught ##her : these catfish ho ##es think ##in they slick . . but ni ##gga ##s catching on & # 128 ##52 ##4 ; [SEP]	0.00 0.32 -0.17 0.13 -0.04 0.06 0.01 -0.04 0.35 0.18 0.08 0.13 0.51 -0.03 0.00 -0.01 -0.04 -0.01 0.23 0.36 0.32 -0.22 0.20 0.01 -0.11 0.07 0.09 0.03 -0.08 0.00
0	0.50	[CLS] i am concern why this user never replies to messages left on her talk page . does she talk ? [SEP]	0.00 -0.18 -0.11 0.18 -0.36 0.08 0.35 -0.13 0.67 -0.15 -0.06 -0.09 -0.00 -0.00 -0.09 -0.02 0.30 -0.02 0.24 -0.11 -0.02 0.00
0	1.00	[CLS] one thing i never did and that ' s love a bitch cu ##z i ' m drill ##in shit . i only love my cl ##ique [SEP]	0.00 -0.01 0.02 -0.10 0.03 -0.02 0.04 0.07 -0.00 -0.10 0.01 0.14 0.79 -0.24 0.06 0.03 -0.02 -0.06 -0.16 0.04 0.09 0.08 0.00 0.04 -0.25 0.16 0.18 0.31 0.00
1	0.01	[CLS] so disappointed in myself for spending 50 on an outfit for meeting a boy # nose ##lf ##con ##tro ##l # nervous [SEP]	0.00 -0.13 0.01 -0.02 -0.04 0.02 0.01 0.04 -0.02 0.04 0.03 -0.09 -0.06 -0.01 -0.12 -0.04 0.02 -0.13 0.06 0.20 -0.09 0.10 -0.93 0.00
0	0.62	[CLS] blah blah blah ky ##rie , it , etc . @ c ##j ##c ##9 ##bos ##s leaving boston is the real news and i am # devastated ! # celtics # fa ##ve # someone ##get ##me ##aj ##ers ##ey ##tee ##asa ##p [SEP]	0.00 0.09 -0.01 -0.03 0.01 -0.01 0.10 0.01 0.09 -0.03 0.07 -0.03 -0.01 0.01 0.00 -0.01 0.06 -0.00 0.04 0.08 -0.02 -0.01 0.04 0.08 -0.01 0.01 -0.06 0.01 0.91 -0.31 0.03 0.02 0.06 -0.02 0.02 0.05 0.08 -0.02 0.01 0.03 0.02 0.02 -0.00 0.05 -0.00 0.00
1	0.04	[CLS] how exactly is a one - time martial arts tournament , all of whose participants are red - links , notable ? is wikipedia to have separate articles for every martial arts tournament ever broadcast on television ? [SEP]	0.00 -0.34 -0.03 -0.11 0.01 -0.09 0.01 0.05 0.09 0.02 -0.02 -0.03 -0.02 -0.05 -0.05 -0.06 -0.08 -0.20 -0.01 0.06 0.11 -0.63 -0.31 -0.14 0.09 0.03 -0.08 -0.12 -0.12 -0.06 -0.20 -0.06 -0.02 -0.20 -0.08 -0.12 -0.03 -0.01 -0.32 0.00
0	0.99	[CLS] bang , bitch , you think i ' m strange , bitch ? it ' s bananas like a fucking rang ##ata ##ng bitch # vote ##5 ##sos # em ##abi ##gg ##est ##fan ##s ##1 ##d [SEP]	0.00 -0.00 -0.27 0.14 0.12 0.01 0.00 0.02 0.01 -0.09 0.05 0.05 0.08 -0.01 -0.06 -0.05 -0.20 0.08 -0.03 -0.21 0.76 -0.04 -0.06 0.05 0.29 0.02 -0.08 -0.09 0.01 -0.05 -0.04 0.05 -0.02 0.06 0.05 0.08 -0.13 -0.25 0.00
0	0.82	[CLS] so disappointed in e ! portrayal of kylie jen ##ner ! makes her look so fake & amp ; filthy rich @ every turn # disappointment @ en ##ew ##s # life ##of ##ky ##lie [SEP]	0.00 -0.12 -0.11 0.02 0.07 0.28 0.50 -0.04 0.14 0.08 0.01 0.10 -0.06 -0.24 -0.06 0.01 0.13 0.12 -0.31 -0.06 0.33 0.08 -0.04 -0.00 -0.02 -0.07 0.40 0.24 -0.10 0.04 0.02 -0.01 -0.12 0.13 0.12 -0.03 0.00
0	0.75	[CLS] this has got nothing to do with any of the tags . please can you re ##tag appropriately if you want an answer ? [SEP]	0.00 -0.26 -0.04 0.24 -0.06 -0.01 -0.15 -0.02 -0.06 0.02 0.00 0.34 0.19 0.46 -0.12 0.07 -0.18 0.21 -0.37 -0.09 0.09 0.15 0.12 -0.43 0.05 0.00
1	0.30	[CLS] you look cute today : ) . . " really ? ! " hell ##l no , sw ##er ##ve ho ##e ! [SEP]	0.00 0.04 0.05 -0.98 0.03 -0.02 0.02 -0.04 -0.02 -0.01 0.03 -0.01 0.01 0.07 0.13 0.03 -0.03 -0.02 -0.05 -0.02 0.00 0.08 0.02 0.03 0.00
1	0.01	[CLS] most of the books listed are more related to theoretical physics . i wonder if there is any " bible " for experimental physics ? [SEP]	0.00 -0.31 -0.18 -0.03 -0.00 -0.02 -0.20 0.02 -0.00 -0.07 -0.09 -0.12 -0.05 -0.01 -0.04 -0.15 -0.13 -0.27 -0.14 -0.25 -0.39 -0.10 0.11 0.63 0.12 -0.13 0.00
1	0.01	[CLS] @ pops ##tu ##fs ##3 coffee is good and view is even better [SEP]	0.00 -0.19 -0.59 -0.44 0.02 -0.50 0.04 -0.16 -0.02 0.15 0.03 -0.10 0.22 -0.25 0.00
1	0.08	[CLS] @ cm ##dr _ had ##field cnn ' s wolf blitz ##er calls you an american astronaut and you don ' t correct him ? # di ##ssa ##point ##ed [SEP]	0.00 -0.02 -0.24 0.13 0.06 0.01 -0.36 0.44 -0.06 -0.06 -0.24 -0.07 0.15 -0.21 0.28 0.09 -0.25 0.15 -0.06 0.01 -0.02 0.02 -0.12 0.25 0.06 -0.28 0.13 0.09 0.10 -0.12 -0.27 0.00
0	0.95	[CLS] like i might ' ve set it down on top of my car & amp ; if so , that shit is long gone [SEP]	0.00 -0.07 -0.20 -0.19 -0.00 -0.10 -0.08 -0.03 0.00 -0.03 -0.04 -0.04 -0.04 -0.04 -0.03 0.16 -0.07 -0.00 -0.00 0.06 0.03 -0.22 -0.02 0.10 -0.89 0.00
1	0.05	[CLS] when we go to the american indian museum , they would like our real name ahead of time that way they can get us through security quickly . could you get yours to me by tomorrow , either via the page for the meet ##up , my talk page or an e - mail ? [SEP]	0.00 -0.08 -0.04 -0.02 -0.01 0.03 0.19 0.19 -0.17 -0.01 0.05 -0.01 0.05 -0.02 0.12 -0.12 -0.00 -0.03 -0.08 -0.11 -0.08 0.01 0.02 -0.06 0.01 -0.01 -0.24 0.09 -0.02 -0.19 0.13 0.13 -0.66 0.02 0.07 -0.01 0.24 0.02 -0.35 -0.16 -0.04 0.04 -0.01 -0.01 -0.05 0.07 0.01 -0.04 0.01 0.02 -0.09 -0.04 0.01 0.00 0.10 -0.10 0.00
1	0.00	[CLS] @ joyce ##meyer @ mrs ##gles ##sman # day of # vengeance of our # god ; to # comfort all who # mo ##urn , to console those who # mo ##urn in # zion , to give [ 4 / 7 ] [SEP]	0.00 0.19 -0.35 -0.10 -0.06 -0.26 0.07 0.03 -0.08 -0.10 -0.20 -0.05 0.30 -0.07 -0.06 -0.05 -0.24 0.06 -0.10 -0.12 -0.19 -0.12 0.13 0.04 -0.04 -0.10 -0.10 -0.05 0.14 -0.08 0.03 -0.00 0.01 -0.04 -0.04 -0.03 -0.02 0.07 0.10 0.13 -0.02 -0.07 0.11 -0.57 -0.11 0.00
1	0.02	[CLS] very similar question : http : / / stack ##over ##flow . com / questions / 108 ##30 ##17 / iphone - socket - program have you tried searching with google or something ? [SEP]	0.00 -0.33 -0.11 -0.48 0.01 -0.26 -0.06 -0.15 -0.09 0.05 -0.05 0.02 0.09 0.01 -0.12 0.01 -0.07 -0.03 -0.03 -0.11 -0.02 -0.16 -0.04 0.46 0.05 -0.00 -0.04 -0.18 -0.33 -0.09 -0.11 0.19 0.00 -0.11 -0.23 0.00
1	0.26	[CLS] for all the writhing and wai ##ling , tears , rage and opium overdose ##s , there ' s no sense of actual passion being washed away in love ' s dissolution . [SEP]	0.00 0.08 -0.15 -0.07 0.22 0.01 -0.28 -0.09 -0.05 0.05 0.07 -0.39 -0.02 -0.23 -0.31 0.05 -0.01 0.06 -0.05 -0.19 -0.05 -0.02 0.00 0.13 -0.16 -0.08 -0.07 0.01 -0.20 -0.41 -0.06 -0.12 0.41 -0.17 0.00
1	0.02	[CLS] novak is seeing those balls as mel ##ons , perfect conditions for him # wimbledon [SEP]	0.00 0.02 -0.47 0.03 0.40 0.08 -0.06 0.11 -0.24 -0.45 -0.22 -0.21 0.09 -0.12 0.46 -0.08 0.00
1	0.21	[CLS] @ 3 ##le ##ctric ##5 ##hee ##p well that must sting doesn ' t it @ cnn ? [SEP]	0.00 0.25 0.14 0.00 0.12 0.03 0.12 -0.02 0.23 0.13 0.51 0.52 0.12 0.22 0.20 0.09 0.32 0.27 -0.08 0.00
0	0.83	[CLS] wow , you waited a whole ten minutes . what ' s the problem ? [SEP]	0.00 -0.96 -0.05 0.05 0.17 -0.07 -0.09 -0.02 0.11 -0.02 0.04 -0.05 -0.02 0.06 0.07 -0.01 0.00
1	0.00	[CLS] only halfway through # made ##for ##lov ##e by @ ali ##ssa ##nut ##ting . but it ' s utterly # brilliant . # reading it has me laughing out loud . [SEP]	0.00 -0.37 0.07 0.20 -0.13 0.11 0.04 -0.08 -0.07 -0.01 -0.09 -0.06 0.01 -0.01 -0.02 -0.20 -0.14 -0.18 -0.06 -0.48 0.34 -0.15 -0.13 -0.03 -0.10 -0.06 -0.09 0.04 -0.19 -0.15 0.32 0.32 0.02 0.00
1	0.48	[CLS] rt @ d ##fk ##in ##lo ##pes : me : you ' re a ho ##e ho ##e : you wasn ' t saying that august 12 , 2014 at 7 : 22 pm me : well you ' re a ho ##e today on october 1st 2014 at & # 82 ##30 ; [SEP]	0.00 -0.02 0.04 -0.06 0.12 -0.01 -0.00 0.07 0.04 -0.13 0.06 -0.02 0.10 0.02 -0.07 -0.13 0.30 -0.16 0.37 -0.07 -0.07 -0.06 0.08 -0.03 -0.15 0.07 -0.02 -0.04 0.20 -0.06 -0.04 0.04 -0.14 0.09 0.42 -0.12 -0.02 -0.21 0.16 0.07 0.00 -0.21 -0.26 0.26 0.18 -0.01 -0.14 0.04 0.04 -0.07 -0.01 0.01 -0.04 0.17 0.05 0.00
0	0.99	[CLS] some peoples thought process can be very alarm ##ing . these nasty , common women who will bed another women ' s man without conscience . . . [SEP]	0.00 -0.00 -0.03 -0.02 -0.00 -0.01 -0.00 0.00 -0.01 0.00 -0.04 -0.09 0.99 0.02 -0.04 -0.02 0.01 -0.00 -0.02 0.00 -0.02 0.00 -0.00 0.02 0.00 0.00 0.03 0.02 0.02 0.00
0	0.86	[CLS] @ freeman ##stan ##zan ##2 you ' re a cowan . . . that means you ' re a slim ##eb ##ag . i wouldn ' t trust you as far as i could throw you . # ars ##eh ##ole @ stuart ##har ##ker ##1 [SEP]	0.00 0.13 -0.02 -0.04 -0.02 0.10 0.06 0.07 0.01 0.01 0.03 0.16 0.10 0.02 -0.03 -0.19 -0.03 0.02 -0.10 -0.03 0.06 0.27 0.23 0.06 -0.07 -0.39 -0.03 -0.10 0.18 0.03 0.07 -0.05 -0.05 -0.01 -0.13 -0.58 0.12 0.28 0.19 0.07 0.12 0.03 0.03 -0.02 0.03 -0.00 0.17 0.00
1	0.01	[CLS] totally scare for this upcoming results . [SEP]	0.00 -0.21 -0.35 -0.20 -0.76 -0.39 -0.20 0.18 0.00
1	0.10	[CLS] @ awards ##dai ##ly looks that way . i don ' t want to see how q is going to handle tate murder . # shudder [SEP]	0.00 -0.07 0.03 0.01 -0.03 -0.01 -0.04 -0.01 -0.03 -0.00 0.03 -0.01 -0.01 0.02 -0.00 0.04 0.01 -0.02 -0.03 -0.01 -0.05 0.03 0.03 -0.14 -0.04 0.24 -0.95 0.00
1	0.00	[CLS] @ gin ##oc ##eno great prediction bro ! nice optimism # fake ##fan [SEP]	0.00 -0.12 -0.17 -0.01 0.04 -0.05 -0.02 0.03 0.06 -0.04 -0.66 -0.28 0.50 -0.43 0.00
0	0.88	[CLS] @ nancy ##pel ##osi don ' t you mean bush . . . no trump . . . no bush # giggles # hip ##oc ##rite # liar # trouble ##maker # anti ##fa ##su ##pp ##ort ##er [SEP]	0.00 -0.02 -0.09 0.08 -0.02 0.02 0.03 0.05 0.03 0.03 0.12 -0.02 0.00 -0.01 -0.02 0.28 0.01 0.04 0.08 0.01 0.18 0.04 -0.10 0.08 -0.02 0.02 0.03 -0.06 0.71 -0.02 0.56 0.02 -0.03 -0.01 0.00 0.00 0.03 -0.01 -0.00 0.00
1	0.35	[CLS] do people notice that only saying ' you ' re so pretty ' when i have make - up on . is offense ! & amp ; i take note that they never say it when i don ' t . [SEP]	0.00 -0.25 -0.19 -0.13 0.13 -0.07 -0.21 0.08 0.05 -0.01 -0.03 0.07 0.01 0.01 0.03 -0.08 -0.04 -0.30 -0.06 -0.06 -0.21 0.02 -0.06 0.43 0.12 -0.45 -0.17 -0.39 -0.13 -0.06 -0.08 -0.02 -0.05 -0.15 0.01 0.01 -0.05 -0.06 -0.01 0.01 -0.00 -0.08 0.00
1	0.01	[CLS] for the first time in years , de ni ##ro dig ##s deep emotionally , perhaps because he ' s been stirred by the powerful work of his co - stars . [SEP]	0.00 -0.39 -0.31 -0.12 0.13 -0.01 -0.01 0.02 0.00 0.22 0.04 -0.03 0.03 0.12 -0.68 -0.14 -0.06 -0.02 -0.07 -0.10 -0.17 -0.11 0.12 0.01 -0.06 0.02 -0.13 0.04 -0.03 0.14 0.07 -0.19 -0.09 0.00
0	0.66	[CLS] literally hanging on by a thread need some taylor ray tonight loving a bad dog sucks # taylor ##ray ##hol ##brook # hurting @ taylor ##ray ##st ##wee ##t [SEP]	0.00 0.14 -0.09 0.11 0.10 0.07 0.03 -0.12 0.04 0.10 -0.02 0.01 -0.18 -0.04 0.04 -0.27 -0.02 0.07 -0.00 -0.06 -0.29 -0.05 -0.07 0.72 0.22 0.20 -0.00 0.20 -0.06 0.22 0.00
0	0.62	[CLS] sticky sweet sentimental ##ity , clumsy plotting and a ro ##sily my ##op ##ic view of life in the wwii - era mississippi delta undermine this adaptation . [SEP]	0.00 0.02 -0.09 -0.02 -0.04 -0.09 0.95 -0.05 0.03 0.05 0.02 -0.06 0.00 0.02 -0.01 -0.01 0.01 0.00 0.02 -0.00 0.09 0.02 0.02 -0.02 -0.06 0.21 0.02 -0.04 0.05 0.00
0	0.64	[CLS] keep it real , keep it real , keep it real , keep it real . ni ##gga say he fucked my bitch and he couldn ' t wait to sq ##ue ##al [SEP]	0.00 -0.15 -0.06 -0.06 -0.05 -0.03 -0.09 -0.13 -0.00 -0.02 -0.10 -0.26 -0.01 -0.01 -0.10 0.03 0.11 -0.04 0.40 -0.00 -0.03 0.07 0.10 0.47 -0.03 -0.02 0.13 -0.01 -0.01 -0.04 -0.08 -0.33 -0.50 -0.25 0.00
1	0.01	[CLS] levi ##ticus 19 : 14 ##you shall not curse the # deaf or put a stumbling # block before the # blind , but you shall # fear your # god : i am the [ 1 / 2 ] [SEP]	0.00 -0.50 -0.13 -0.19 0.22 -0.26 -0.04 0.11 -0.12 0.18 -0.07 -0.19 0.08 -0.08 -0.02 -0.12 -0.35 -0.05 0.18 0.03 -0.18 -0.09 0.17 -0.02 0.02 0.06 0.16 -0.14 -0.28 -0.03 -0.03 0.18 -0.11 0.16 0.02 0.03 0.08 0.06 0.01 -0.07 0.09 0.00
0	0.80	[CLS] chris ##o , am i being paranoia ##c or are you undertaking some kind of campaign against me ? what exactly are you referring to this time ? [SEP]	0.00 -0.01 0.06 0.00 -0.02 -0.04 -0.06 -0.78 -0.10 -0.13 -0.01 0.04 0.12 0.03 -0.02 -0.08 0.06 0.00 0.00 0.07 -0.05 -0.54 -0.04 0.01 -0.11 -0.06 -0.01 0.11 -0.03 0.00
1	0.23	[CLS] bust a nic ##ca head , smack a ho ##e and shoot the club up ! & # 128 ##51 ##4 ; rt @ yes _ yes ##11 ##7 : @ dare ##al ##qui ##tam @ von ##sha ##ye ##b so what we doing ? ? [SEP]	0.00 -0.34 -0.37 0.24 -0.07 0.08 -0.19 0.23 -0.11 -0.06 0.09 0.05 -0.29 0.05 0.10 0.33 0.55 -0.03 -0.03 0.01 0.04 -0.01 -0.11 0.05 0.02 0.07 -0.02 0.06 0.02 0.02 -0.06 0.06 0.03 0.00 -0.03 -0.03 0.02 -0.01 0.00 -0.04 0.01 0.03 -0.05 0.00 -0.03 0.06 0.08 0.00
0	0.96	[CLS] @ nick ##imi ##na ##j : # wu ##t ##kind ##a r purple . ce ##ee ##lee ##eman this gu ##rl was ju ##s play ##in on the " stupid ho ##e " track . but in still shit ##ted on sum gu ##rl ##s [SEP]	0.00 0.10 -0.01 0.00 0.00 -0.01 -0.02 0.05 -0.02 -0.01 -0.02 -0.00 0.01 -0.04 0.10 0.00 -0.00 0.02 -0.04 -0.04 -0.01 0.01 -0.03 0.01 0.02 -0.04 0.00 0.06 -0.02 -0.01 0.76 -0.04 -0.01 -0.00 -0.06 0.06 0.00 0.00 0.04 0.60 -0.05 0.04 -0.11 -0.00 0.02 -0.04 0.00
1	0.00	[CLS] the movie is beautiful to behold and engages one in a sense of epic struggle - - inner and outer - - that ' s all too rare in hollywood ' s has ##tier productions . [SEP]	0.00 -0.43 -0.15 -0.64 -0.17 0.03 -0.14 0.04 -0.28 0.03 -0.08 -0.03 -0.03 -0.05 -0.18 -0.00 -0.02 -0.06 0.03 -0.13 -0.01 -0.13 -0.05 -0.02 -0.08 -0.16 -0.05 0.00 -0.11 -0.06 0.11 -0.05 -0.13 0.01 0.20 0.21 -0.08 0.00
1	0.00	[CLS] it ' s fun lit ##e . [SEP]	0.00 -0.43 -0.24 -0.76 -0.19 0.26 -0.01 -0.29 0.00
